Datum;Eroeffnung;Hoch;Tief;Schluss;Volumen
  22.03.2017;47,93;48,31;47,10;48,08;0
  23.03.2017;48,21;48,49;47,56;47,74;0
  24.03.2017;47,88;48,14;47,57;47,98;0
  27.03.2017;47,48;47,85;47,06;47,61;0
  28.03.2017;48,04;48,76;47,97;48,43;0
  29.03.2017;48,73;49,51;48,39;49,51;0
  30.03.2017;49,61;50,47;49,27;50,35;0
  31.03.2017;50,27;50,63;49,89;50,57;0
  03.04.2017;50,63;50,84;50,09;50,43;0
  04.04.2017;50,05;51,19;49,85;51,07;0
  05.04.2017;51,35;51,92;50,84;51,21;0
  06.04.2017;51,04;51,85;50,90;51,70;0
  07.04.2017;52,40;52,71;51,55;52,16;0
  10.04.2017;52,51;53,01;52,41;52,93;0
  11.04.2017;52,87;53,33;52,71;53,24;0
  12.04.2017;53,55;53,77;52,99;53,20;0
  13.04.2017;53,02;53,42;52,88;53,02;0
  18.04.2017;52,65;52,87;52,08;52,62;0
  19.04.2017;52,40;52,63;50,54;50,66;0
  20.04.2017;50,76;51,01;50,19;50,28;0
  21.04.2017;50,77;50,95;49,18;49,53;0
  24.04.2017;49,90;50,24;49,02;49,23;0
  25.04.2017;49,42;49,49;48,87;49,39;0
  26.04.2017;49,43;50,21;48,93;49,80;0
  27.04.2017;49,32;49,39;48,22;49,03;0
  28.04.2017;49,43;49,79;48,80;49,17;0
  02.05.2017;48,83;49,31;47,50;47,76;0
  03.05.2017;48,00;48,24;47,32;47,65;0
  04.05.2017;47,51;47,60;45,41;45,49;0
  05.05.2017;44,73;46,68;44,47;46,12;0
  08.05.2017;46,59;46,78;45,73;46,21;0
  09.05.2017;46,45;46,79;45,54;46,05;0
  10.05.2017;46,11;47,77;46,08;47,66;0
  11.05.2017;47,81;48,22;47,52;47,91;0
  12.05.2017;48,00;48,06;47,33;47,65;0
  15.05.2017;48,81;49,64;48,75;49,16;0
  16.05.2017;48,89;49,38;48,60;48,71;0
  17.05.2017;48,33;49,49;48,19;49,17;0
  18.05.2017;48,95;49,61;48,04;49,39;0
  19.05.2017;49,77;50,51;49,66;50,25;0
  22.05.2017;50,78;51,09;50,41;50,72;0
  23.05.2017;50,75;51,45;50,54;51,40;0
  24.05.2017;51,59;51,89;51,01;51,27;0
  25.05.2017;51,79;52,02;48,75;49,14;0
  26.05.2017;49,12;49,75;48,15;49,66;0
  29.05.2017;49,80;50,29;49,47;49,96;0
  30.05.2017;49,71;49,78;49,05;49,64;0
  31.05.2017;49,15;49,31;47,73;48,32;0
  01.06.2017;48,93;49,18;48,18;48,90;0
  02.06.2017;47,61;48,07;46,73;47,80;0
  05.06.2017;47,97;48,10;46,84;47,42;0
  06.06.2017;47,47;48,03;47,07;47,86;0
  07.06.2017;48,05;48,12;45,75;45,98;0
  08.06.2017;46,06;46,21;45,19;45,78;0
  09.06.2017;45,54;46,19;45,24;45,93;0
  12.06.2017;45,75;46,72;45,72;46,28;0
  13.06.2017;46,19;46,45;45,55;46,26;0
  14.06.2017;46,10;46,48;44,58;44,74;0
  15.06.2017;44,63;44,83;44,33;44,46;0
  16.06.2017;44,55;44,95;44,51;44,62;0
  19.06.2017;44,58;45,08;44,31;44,41;0
  20.06.2017;44,31;44,40;42,74;43,13;0
  21.06.2017;43,16;44,20;42,05;42,18;0
  22.06.2017;42,38;43,36;42,29;42,84;0
  23.06.2017;42,79;43,22;42,54;42,93;0
  26.06.2017;43,41;43,65;42,64;43,34;0
  27.06.2017;43,68;44,44;43,55;44,15;0
  28.06.2017;43,91;44,83;43,76;44,76;0
  29.06.2017;45,20;45,44;44,71;44,87;0
  03.07.2017;46,22;46,90;45,91;46,78;0
  04.07.2017;46,93;47,35;46,77;47,11;0
  05.07.2017;47,02;47,23;45,16;45,24;0
  06.07.2017;45,65;46,56;45,17;45,35;0
  07.07.2017;44,94;45,01;43,80;44,21;0
  10.07.2017;44,29;44,84;43,64;44,54;0
  11.07.2017;44,66;45,30;43,83;45,04;0
  12.07.2017;45,84;46,43;45,11;45,80;0
  13.07.2017;45,49;46,28;44,98;45,96;0
  14.07.2017;46,12;46,74;45,77;46,54;0
  17.07.2017;46,60;46,86;46,03;46,15;0
  18.07.2017;45,94;46,92;45,85;46,25;0
  19.07.2017;46,17;47,25;46,12;47,20;0
  21.07.2017;46,96;47,23;45,69;45,81;0
  24.07.2017;45,70;46,48;45,39;46,34;0
  25.07.2017;46,52;47,95;46,45;47,70;0
  26.07.2017;48,43;48,86;47,89;48,58;0
  27.07.2017;48,66;49,21;48,23;49,06;0
  28.07.2017;49,02;49,83;48,91;49,59;0
  31.07.2017;49,94;49,97;49,19;49,65;0
  01.08.2017;50,34;50,44;48,35;48,90;0
  02.08.2017;48,79;49,58;48,54;49,39;0
  03.08.2017;49,32;49,96;49,11;49,28;0
  04.08.2017;48,86;49,60;48,50;49,40;0
  07.08.2017;49,29;49,47;48,53;49,21;0
  08.08.2017;49,34;49,79;48,85;49,15;0
  10.08.2017;49,77;50,24;48,55;48,70;0
  11.08.2017;48,29;48,58;47,99;48,32;0
  14.08.2017;48,72;49,15;47,77;47,88;0
  15.08.2017;47,61;47,80;47,01;47,51;0
  16.08.2017;47,80;47,98;46,76;46,86;0
  22.08.2017;47,62;48,06;47,17;47,57;0
  28.08.2017;47,65;47,70;46,13;46,38;0
  29.08.2017;46,87;46,99;45,74;46,31;0
  30.08.2017;46,36;46,72;45,82;46,06;0
  31.08.2017;45,92;47,47;45,85;47,26;0
  01.09.2017;46,88;47,33;46,55;47,23;0
  04.09.2017;47,29;47,68;47,13;47,40;0
  05.09.2017;47,57;48,99;47,47;48,64;0
  06.09.2017;48,74;49,42;48,70;49,17;0
  07.09.2017;49,02;49,36;48,62;49,02;0
  08.09.2017;49,08;49,14;47,35;47,53;0
  11.09.2017;47,90;48,25;46,99;48,02;0
  12.09.2017;48,04;48,45;47,73;48,24;0
  13.09.2017;48,18;49,38;48,11;49,24;0
  14.09.2017;49,24;50,52;49,22;50,05;0
  15.09.2017;49,70;50,13;49,38;49,77;0
  18.09.2017;50,23;50,30;49,15;49,96;0
  19.09.2017;50,14;50,45;49,31;49,50;0
  20.09.2017;50,03;50,69;49,75;50,50;0
  21.09.2017;50,54;50,81;50,05;50,57;0
  22.09.2017;50,74;50,79;50,27;50,53;0
  25.09.2017;50,55;52,18;50,35;52,11;0
  26.09.2017;52,01;52,28;51,40;51,79;0
  27.09.2017;52,31;52,35;51,63;51,93;0
  28.09.2017;51,91;52,85;51,20;51,49;0
  29.09.2017;51,52;51,82;51,23;51,43;0
  02.10.2017;51,61;51,66;50,07;50,52;0
  03.10.2017;50,35;50,41;50,31;50,37;0
  04.10.2017;50,14;50,69;49,76;50,01;0
  05.10.2017;50,00;51,24;49,90;50,68;0
  06.10.2017;50,64;50,83;49,09;49,36;0
  09.10.2017;49,37;49,74;49,12;49,70;0
  10.10.2017;49,67;51,08;49,56;50,91;0
  11.10.2017;51,03;51,44;50,61;51,24;0
  12.10.2017;50,97;51,11;50,14;50,55;0
  13.10.2017;51,36;51,74;50,95;51,06;0
  16.10.2017;51,93;52,40;51,60;51,83;0
  17.10.2017;51,72;52,27;51,19;51,73;0
  18.10.2017;52,07;52,32;51,69;51,94;0
  19.10.2017;51,96;52,01;51,06;51,33;0
  20.10.2017;51,29;51,56;50,67;51,54;0
  23.10.2017;51,99;52,32;51,66;51,94;0
  24.10.2017;51,99;52,55;51,53;52,48;0
  25.10.2017;52,37;52,48;51,90;52,05;0
 
