Datum;Eroeffnung;Hoch;Tief;Schluss;Volumen
  09.02.2017;55,51;55,93;55,32;55,68;0
  10.02.2017;55,71;56,87;55,56;56,70;0
  13.02.2017;56,50;56,62;55,38;55,51;0
  14.02.2017;55,59;56,46;55,55;56,07;0
  15.02.2017;55,77;56,24;55,52;55,80;0
  16.02.2017;55,64;56,26;55,11;55,80;0
  17.02.2017;55,80;55,83;55,08;55,55;0
  20.02.2017;56,04;56,45;55,99;56,09;0
  21.02.2017;56,57;57,31;56,47;56,82;0
  22.02.2017;56,57;56,64;55,60;55,85;0
  23.02.2017;56,41;57,25;56,33;56,51;0
  24.02.2017;56,36;56,40;55,71;56,05;0
  27.02.2017;56,43;56,78;56,00;56,00;0
  28.02.2017;55,80;56,03;55,17;55,57;0
  01.03.2017;56,43;57,03;56,26;56,45;0
  02.03.2017;56,25;56,46;55,08;55,18;0
  03.03.2017;55,24;55,87;55,08;55,63;0
  06.03.2017;55,50;56,25;55,39;55,95;0
  07.03.2017;55,95;56,65;55,81;55,90;0
  08.03.2017;55,57;55,77;54,50;54,52;0
  09.03.2017;53,77;53,83;51,52;51,66;0
  10.03.2017;52,30;53,01;51,13;51,58;0
  13.03.2017;51,29;51,69;50,88;51,31;0
  14.03.2017;51,32;51,85;50,23;50,88;0
  15.03.2017;51,72;52,02;51,34;51,85;0
  16.03.2017;52,51;52,63;51,47;51,70;0
  17.03.2017;51,67;52,12;51,57;51,64;0
  20.03.2017;51,51;51,93;51,00;51,66;0
  21.03.2017;52,00;52,21;50,73;51,03;0
  22.03.2017;50,65;50,96;49,74;50,69;0
  23.03.2017;50,79;51,11;50,22;50,65;0
  24.03.2017;50,63;51,00;50,39;50,90;0
  27.03.2017;50,42;50,85;50,00;50,66;0
  28.03.2017;50,98;51,89;50,92;51,34;0
  29.03.2017;51,64;52,34;51,36;52,32;0
  30.03.2017;52,42;53,10;51,99;52,89;0
  31.03.2017;52,83;52,94;52,35;52,72;0
  03.04.2017;53,52;53,74;53,02;53,26;0
  04.04.2017;52,92;54,25;52,72;54,10;0
  05.04.2017;54,56;55,10;54,04;54,37;0
  06.04.2017;54,26;55,02;54,12;54,91;0
  07.04.2017;55,54;55,88;54,64;55,26;0
  10.04.2017;55,57;55,96;55,48;55,84;0
  11.04.2017;55,78;56,14;55,45;55,99;0
  12.04.2017;56,42;56,66;55,68;55,96;0
  13.04.2017;55,84;56,08;55,52;55,65;0
  18.04.2017;55,34;55,47;54,59;55,12;0
  19.04.2017;54,79;55,21;53,06;53,15;0
  20.04.2017;53,31;53,56;52,66;53,01;0
  21.04.2017;53,05;53,30;51,53;51,87;0
  24.04.2017;52,30;52,58;51,41;51,61;0
  25.04.2017;51,77;51,97;51,29;51,89;0
  26.04.2017;51,98;52,44;51,39;51,97;0
  27.04.2017;51,56;51,62;50,44;51,37;0
  28.04.2017;51,79;51,98;51,28;51,65;0
  02.05.2017;51,56;52,18;50,15;50,53;0
  03.05.2017;50,84;51,15;50,18;50,60;0
  04.05.2017;50,46;50,58;48,31;48,42;0
  05.05.2017;47,67;49,63;47,39;48,97;0
  08.05.2017;49,55;49,63;48,45;49,05;0
  09.05.2017;49,39;49,74;48,38;48,92;0
  10.05.2017;48,88;50,64;48,88;50,56;0
  11.05.2017;50,64;51,17;50,45;50,81;0
  12.05.2017;50,95;51,09;50,33;50,67;0
  15.05.2017;51,79;52,61;51,71;52,13;0
  16.05.2017;51,84;52,37;51,57;51,68;0
  17.05.2017;51,34;52,60;51,23;52,29;0
  18.05.2017;52,01;52,74;51,10;52,54;0
  19.05.2017;52,93;53,74;52,84;53,52;0
  22.05.2017;53,93;54,39;53,65;53,89;0
  23.05.2017;53,47;54,18;53,19;54,09;0
  24.05.2017;54,25;54,63;53,66;53,92;0
  25.05.2017;54,36;54,66;51,33;51,74;0
  26.05.2017;51,79;52,13;50,67;52,05;0
  29.05.2017;52,21;52,61;51,83;52,22;0
  30.05.2017;51,98;52,07;51,16;51,81;0
  31.05.2017;51,37;51,47;49,76;50,26;0
  01.06.2017;51,41;51,46;50,44;51,20;0
  02.06.2017;49,93;50,36;48,93;50,12;0
  05.06.2017;50,22;50,35;49,02;49,51;0
  06.06.2017;49,52;49,93;49,06;49,80;0
  07.06.2017;49,96;50,04;48,07;48,26;0
  08.06.2017;48,52;48,59;47,55;47,99;0
  09.06.2017;47,70;48,53;47,40;48,19;0
  12.06.2017;48,11;49,15;48,06;48,51;0
  13.06.2017;48,43;48,75;47,84;48,50;0
  14.06.2017;48,36;48,66;46,75;46,98;0
  15.06.2017;46,99;47,20;46,66;46,84;0
  16.06.2017;47,09;47,63;47,03;47,20;0
  19.06.2017;47,25;47,77;46,94;47,07;0
  20.06.2017;47,11;47,22;45,44;45,93;0
  21.06.2017;45,65;46,57;44,36;44,47;0
  22.06.2017;44,66;45,78;44,55;45,30;0
  23.06.2017;45,22;45,74;45,02;45,42;0
  26.06.2017;45,96;46,23;45,04;45,71;0
  27.06.2017;46,16;47,07;46,03;46,57;0
  28.06.2017;46,39;47,36;46,24;47,33;0
  29.06.2017;47,77;48,03;47,12;47,34;0
  03.07.2017;48,90;49,59;48,52;49,40;0
  04.07.2017;49,44;49,92;49,32;49,65;0
  05.07.2017;49,61;49,81;47,81;47,86;0
  06.07.2017;48,30;49,18;47,76;47,93;0
  07.07.2017;47,51;47,63;46,27;46,75;0
  10.07.2017;46,76;47,37;46,08;47,03;0
  11.07.2017;47,12;47,80;46,27;47,43;0
  12.07.2017;48,15;48,68;47,34;48,09;0
  13.07.2017;47,65;48,52;47,15;48,25;0
  14.07.2017;48,42;49,07;48,13;48,87;0
  17.07.2017;48,97;49,25;48,46;48,58;0
  18.07.2017;48,31;49,42;48,23;48,65;0
  19.07.2017;48,63;49,77;48,55;49,76;0
  21.07.2017;49,38;49,67;48,08;48,13;0
  24.07.2017;48,00;48,75;47,65;48,60;0
  25.07.2017;48,84;50,14;48,68;49,93;0
  26.07.2017;50,68;51,04;50,07;50,76;0
  27.07.2017;50,92;51,59;50,47;51,48;0
  28.07.2017;51,48;52,69;51,39;52,32;0
  31.07.2017;52,75;52,87;52,16;52,45;0
  01.08.2017;52,87;52,96;50,85;51,49;0
  02.08.2017;51,41;52,33;51,18;52,06;0
  03.08.2017;52,06;52,89;51,85;52,20;0
  04.08.2017;51,81;52,55;51,39;52,20;0
  07.08.2017;52,10;52,26;51,37;52,11;0
  08.08.2017;52,25;52,72;51,79;52,10;0
  10.08.2017;53,00;53,64;51,92;52,07;0
  11.08.2017;51,62;51,91;51,27;51,63;0
  14.08.2017;51,89;52,36;50,90;50,97;0
  15.08.2017;50,76;50,90;50,02;50,72;0
  16.08.2017;51,11;51,33;50,21;50,35;0
  17.08.2017;50,39;51,00;49,96;50,89;0
  18.08.2017;51,13;52,75;50,76;52,66;0
  22.08.2017;51,92;52,27;51,35;51,80;0
  28.08.2017;52,45;52,78;51,49;51,58;0
  29.08.2017;52,13;52,17;51,35;51,73;0
  30.08.2017;51,89;52,04;50,68;50,89;0
  31.08.2017;50,71;52,44;50,50;52,29;0
  01.09.2017;52,62;52,95;52,20;52,57;0
  04.09.2017;52,34;52,80;51,94;52,21;0
  05.09.2017;52,17;53,66;52,11;53,32;0
  06.09.2017;53,44;54,29;53,37;54,01;0
  07.09.2017;54,02;54,69;53,89;54,35;0
  08.09.2017;54,74;54,88;53,60;53,77;0
  11.09.2017;54,05;54,07;53,03;53,65;0
  12.09.2017;53,75;54,43;53,41;54,17;0
  13.09.2017;54,09;55,21;54,01;55,08;0
  14.09.2017;55,01;56,00;54,96;55,59;0
  15.09.2017;55,27;55,87;54,83;55,45;0
  18.09.2017;55,88;55,94;54,78;55,53;0
  19.09.2017;55,53;55,91;54,85;55,04;0
  20.09.2017;55,47;56,48;55,23;56,38;0
  21.09.2017;56,08;56,49;55,74;56,38;0
  22.09.2017;56,59;56,89;56,20;56,75;0
  25.09.2017;56,75;58,90;56,66;58,84;0
  26.09.2017;58,64;58,88;57,75;58,16;0
  27.09.2017;58,81;58,84;57,52;57,68;0
  28.09.2017;57,55;58,63;56,85;57,43;0
  29.09.2017;57,42;57,81;57,12;57,34;0
  02.10.2017;56,66;56,72;55,48;56,07;0
  03.10.2017;55,69;55,87;55,69;55,80;0
  04.10.2017;55,74;56,22;55,36;55,77;0
  05.10.2017;55,88;57,25;55,82;56,86;0
  06.10.2017;56,87;57,27;55,11;55,73;0
  09.10.2017;55,67;55,95;55,04;55,92;0
  10.10.2017;55,85;56,93;55,77;56,69;0
  11.10.2017;56,67;57,10;56,09;56,81;0
  12.10.2017;56,50;56,84;55,85;56,28;0
  13.10.2017;57,19;57,58;56,62;56,76;0
  16.10.2017;57,84;58,49;57,50;57,71;0
  17.10.2017;57,73;58,35;57,13;57,71;0
  18.10.2017;58,18;58,55;57,69;57,98;0
  19.10.2017;58,06;58,14;57,01;57,25;0
  20.10.2017;57,07;57,75;56,56;57,53;0
  23.10.2017;57,81;58,04;57,26;57,48;0
  24.10.2017;57,47;58,31;57,00;58,30;0
  25.10.2017;58,34;58,74;57,84;58,16;0
 
