2017-10-24,1.1761
2017-10-23,1.1740
2017-10-20,1.1818
2017-10-19,1.1834
2017-10-18,1.1749
2017-10-17,1.1759
2017-10-16,1.1803
2017-10-13,1.1810
2017-10-12,1.1856
2017-10-11,1.1830
2017-10-10,1.1797
2017-10-09,1.1746
2017-10-06,1.1707
2017-10-05,1.1742
2017-10-04,1.1787
2017-10-03,1.1753
2017-10-02,1.1744
2017-09-29,1.1806
2017-09-28,1.1778
2017-09-27,1.1741
2017-09-26,1.1787
2017-09-25,1.1867
2017-09-22,1.1961
2017-09-21,1.1905
2017-09-20,1.2007
2017-09-19,1.1972
2017-09-18,1.1948
2017-09-15,1.1963
2017-09-14,1.1885
2017-09-13,1.1979
2017-09-12,1.1933
2017-09-11,1.1997
2017-09-08,1.2060
2017-09-07,1.1971
2017-09-06,1.1931
2017-09-05,1.1890
2017-09-04,1.1905
2017-09-01,1.1920
2017-08-31,1.1825
2017-08-30,1.1916
2017-08-29,1.2048
2017-08-28,1.1925
2017-08-25,1.1808
2017-08-24,1.1806
2017-08-23,1.1799
2017-08-22,1.1771
2017-08-21,1.1761
2017-08-18,1.1740
2017-08-17,1.1697
2017-08-16,1.1710
2017-08-15,1.1744
2017-08-14,1.1797
2017-08-11,1.1765
2017-08-10,1.1732
2017-08-09,1.1731
2017-08-08,1.1814
2017-08-07,1.1797
2017-08-04,1.1868
2017-08-03,1.1860
2017-08-02,1.1829
2017-08-01,1.1812
2017-07-31,1.1727
2017-07-28,1.1729
2017-07-27,1.1694
2017-07-26,1.1644
2017-07-25,1.1694
2017-07-24,1.1648
2017-07-21,1.1642
2017-07-20,1.1485
2017-07-19,1.1533
2017-07-18,1.1555
2017-07-17,1.1462
2017-07-14,1.1415
2017-07-13,1.1417
2017-07-12,1.1449
2017-07-11,1.1405
2017-07-10,1.1387
2017-07-07,1.1412
2017-07-06,1.1385
2017-07-05,1.1329
2017-07-04,1.1353
2017-07-03,1.1369
2017-06-30,1.1412
2017-06-29,1.1413
2017-06-28,1.1375
2017-06-27,1.1278
2017-06-26,1.1187
2017-06-23,1.1173
2017-06-22,1.1169
2017-06-21,1.1147
2017-06-20,1.1156
2017-06-19,1.1199
2017-06-16,1.1167
2017-06-15,1.1166
2017-06-14,1.1203
2017-06-13,1.1217
2017-06-12,1.1221
2017-06-09,1.1176
2017-06-08,1.1229
2017-06-07,1.1217
2017-06-06,1.1258
2017-06-05,1.1249
2017-06-02,1.1217
2017-06-01,1.1219
2017-05-31,1.1221
2017-05-30,1.1173
2017-05-29,1.1188
2017-05-26,1.1196
2017-05-25,1.1214
2017-05-24,1.1193
2017-05-23,1.1215
2017-05-22,1.1243
2017-05-19,1.1179
2017-05-18,1.1129
2017-05-17,1.1117
2017-05-16,1.1059
2017-05-15,1.0972
2017-05-12,1.0876
2017-05-11,1.0860
2017-05-10,1.0882
2017-05-09,1.0888
2017-05-08,1.0938
2017-05-05,1.0961
2017-05-04,1.0927
2017-05-03,1.0919
2017-05-02,1.0915
2017-04-28,1.0930
2017-04-27,1.0881
2017-04-26,1.0893
2017-04-25,1.0891
2017-04-24,1.0848
2017-04-21,1.0698
2017-04-20,1.0745
2017-04-19,1.0725
2017-04-18,1.0682
2017-04-13,1.0630
2017-04-12,1.0605
2017-04-11,1.0616
2017-04-10,1.0578
2017-04-07,1.0630
2017-04-06,1.0666
2017-04-05,1.0678
2017-04-04,1.0651
2017-04-03,1.0661
2017-03-31,1.0691
2017-03-30,1.0737
2017-03-29,1.0748
2017-03-28,1.0859
2017-03-27,1.0889
2017-03-24,1.0805
2017-03-23,1.0786
2017-03-22,1.0807
2017-03-21,1.0802
2017-03-20,1.0752
2017-03-17,1.0737
2017-03-16,1.0726
2017-03-15,1.0622
2017-03-14,1.0631
2017-03-13,1.0663
2017-03-10,1.0606
2017-03-09,1.0551
2017-03-08,1.0556
2017-03-07,1.0576
2017-03-06,1.0592
2017-03-03,1.0565
2017-03-02,1.0514
2017-03-01,1.0533
2017-02-28,1.0597
2017-02-27,1.0587
2017-02-24,1.0609
2017-02-23,1.0573
2017-02-22,1.0513
2017-02-21,1.0537
2017-02-20,1.0616
2017-02-17,1.0650
2017-02-16,1.0652
2017-02-15,1.0555
2017-02-14,1.0623
2017-02-13,1.0629
2017-02-10,1.0629
2017-02-09,1.0692
2017-02-08,1.0665
2017-02-07,1.0675
2017-02-06,1.0712
2017-02-03,1.0741
2017-02-02,1.0808
2017-02-01,1.0790
2017-01-31,1.0755
2017-01-30,1.0630
2017-01-27,1.0681
2017-01-26,1.0700
2017-01-25,1.0743
2017-01-24,1.0748
2017-01-23,1.0715
2017-01-20,1.0632
2017-01-19,1.0668
2017-01-18,1.0664
2017-01-17,1.0684
2017-01-16,1.0594
2017-01-13,1.0661
2017-01-12,1.0679
2017-01-11,1.0503
2017-01-10,1.0567
2017-01-09,1.0516
2017-01-06,1.0589
2017-01-05,1.0501
2017-01-04,1.0437
2017-01-03,1.0385
2017-01-02,1.0465
2016-12-30,1.0541
2016-12-29,1.0453
2016-12-28,1.0401
2016-12-27,1.0445
2016-12-23,1.0446
2016-12-22,1.0444
2016-12-21,1.0421
2016-12-20,1.0364
2016-12-19,1.0422
2016-12-16,1.0439
2016-12-15,1.0419
2016-12-14,1.0644
2016-12-13,1.0610
2016-12-12,1.0596
2016-12-09,1.0559
2016-12-08,1.0762
2016-12-07,1.0730
2016-12-06,1.0734
2016-12-05,1.0702
2016-12-02,1.0642
2016-12-01,1.0627
2016-11-30,1.0635
2016-11-29,1.0576
2016-11-28,1.0588
2016-11-25,1.0592
2016-11-24,1.0548
2016-11-23,1.0602
2016-11-22,1.0617
2016-11-21,1.0631
2016-11-18,1.0629
2016-11-17,1.0717
2016-11-16,1.0702
2016-11-15,1.0765
2016-11-14,1.0777
2016-11-11,1.0904
2016-11-10,1.0895
2016-11-09,1.1022
2016-11-08,1.1038
2016-11-07,1.1062
2016-11-04,1.1093
2016-11-03,1.1064
2016-11-02,1.1095
2016-11-01,1.1025
2016-10-31,1.0946
2016-10-28,1.0922
2016-10-27,1.0927
2016-10-26,1.0925
2016-10-25,1.0872
2016-10-24,1.0891
2016-10-21,1.0886
2016-10-20,1.0980
